,RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08
461,Orange County,NC,Durham-Chapel Hill,37,135,462,320000.0,324900.0,324900.0,324500.0,329900.0,328950.0,324900.0,325000.0,329000.0,325000.0,325000.0,318200.0,299300.0,300495.0,300000.0,306000.0,300000.0,299900.0,294950.0,289900.0,295000.0,295000.0,300000.0,297900.0,295000.0,299000.0,299900.0,299900.0,299700.0,287500.0,287500.0,279900.0,274950.0,274900.0,269850.0,259900.0,259900.0,274500.0,299000.0,309400.0,319800.0,322858.0,315000.0,300000.0,300000.0,314750.0,300000.0,298400.0,298400.0,300000.0,315000.0,324000.0,329000.0,325000.0,319950.0,325000.0,330000.0,331900.0,334900.0,339800.0,348000.0,349900.0,367900.0,378500.0,385000.0,379900.0,379995.0,381990.0,381995.0,379000.0,374900.0,369700.0,375000.0,365000.0,369000.0,372500.0,374950.0,368000.0,363450.0,360000.0,362900.0,370000.0,375000.0,375000.0,369000.0,375000.0,380445.0,385450.0,389500.0,392455.0,389900.0,385000.0,380000.0,390000.0,386500.0,375000.0,378930.0,385000.0,391250.0,403900.0,399900.0,399900.0,399950.0,399000.0,398000.0,389000.0,389900.0,386750.0,375000.0,391450.0,403000.0,419900.0,414880.0,419770.0,425000.0,412000.0
492,Wayne County,NC,Goldsboro,37,191,493,149900.0,149950.0,155000.0,159900.0,162900.0,163000.0,159900.0,155700.0,158250.0,150000.0,155300.0,157000.0,157000.0,155000.0,159900.0,157000.0,156950.0,158900.0,156900.0,154900.0,155000.0,154900.0,149900.0,149900.0,149400.0,149900.0,149900.0,152000.0,149900.0,152700.0,148900.0,142500.0,142000.0,144700.0,142999.0,142900.0,144900.0,145900.0,149900.0,149900.0,155900.0,155300.0,149900.0,149900.0,149900.0,149900.0,149900.0,158900.0,150000.0,151400.0,152500.0,156496.0,158900.0,154900.0,158400.0,152900.0,154900.0,154000.0,152900.0,149900.0,149700.0,152900.0,149900.0,156000.0,165000.0,165000.0,169900.0,169900.0,168450.0,168000.0,163000.0,163500.0,159900.0,161900.0,167900.0,163500.0,162900.0,160000.0,164450.0,162900.0,160950.0,159000.0,162900.0,162000.0,159900.0,159900.0,159900.0,162200.0,164900.0,164900.0,165000.0,164900.0,164950.0,159900.0,163400.0,165000.0,165000.0,167250.0,165000.0,164900.0,169000.0,169900.0,166200.0,165000.0,163488.0,158900.0,161150.0,158950.0,158900.0,158878.0,159900.0,169500.0,170450.0,169400.0,159900.0,164000.0
519,Harnett County,NC,Dunn,37,085,520,176900.0,179900.0,179900.0,180000.0,180000.0,179700.0,179500.0,178000.0,178900.0,179000.0,177500.0,175000.0,176700.0,179900.0,179900.0,179900.0,179900.0,179950.0,179950.0,179900.0,179900.0,179900.0,179900.0,179900.0,179975.0,179900.0,178800.0,179900.0,178900.0,178900.0,177500.0,174975.0,171500.0,169900.0,170595.0,174900.0,175860.0,178500.0,179900.0,182900.0,189900.0,189900.0,192300.0,195900.0,192900.0,192700.0,192000.0,198945.0,192900.0,194950.0,190000.0,193900.0,190000.0,189250.0,189000.0,187856.5,185000.0,182950.0,182000.0,179990.0,180000.0,183750.0,179900.0,184900.0,189000.0,188500.0,187500.0,185250.0,189900.0,189000.0,189000.0,185000.0,182200.0,184500.0,184500.0,188500.0,189900.0,190450.0,190700.0,194700.0,194500.0,189999.5,187000.0,189900.0,189900.0,191900.0,199000.0,200999.0,199950.0,199900.0,199900.0,199500.0,197000.0,198000.0,199900.0,204900.0,200000.0,199999.0,202085.0,205000.0,205000.0,209500.0,206000.0,204950.0,206249.5,206749.5,206749.5,210000.0,210000.0,220500.0,219900.0,226900.0,225000.0,220000.0,220000.0,219900.0
550,Brunswick County,NC,Myrtle Beach-Conway-North Myrtle Beach,37,019,551,279900.0,275000.0,275000.0,269250.0,266250.0,259900.0,259000.0,259900.0,249000.0,245000.0,248300.0,240000.0,239600.0,239500.0,239900.0,243995.0,239800.0,233180.0,225000.0,225000.0,224900.0,225000.0,219000.0,214900.0,210000.0,209900.0,209999.0,204900.0,209900.0,209900.0,209900.0,205752.0,206500.0,199900.0,199999.0,205000.0,208200.0,219000.0,224900.0,229900.0,233950.0,236945.0,239000.0,238950.0,245000.0,248400.0,249000.0,245000.0,240000.0,249900.0,259900.0,249900.0,252700.0,249900.0,249900.0,250900.0,265000.0,252700.0,254900.0,249900.0,253900.0,249900.0,249000.0,249900.0,252000.0,250825.0,249900.0,257900.0,254995.0,258150.0,259900.0,254900.0,243999.0,242000.0,255000.0,259900.0,264900.0,265000.0,265000.0,267900.0,265000.0,265000.0,266695.0,265000.0,256995.0,252900.0,257490.0,269345.0,270000.0,270000.0,275900.0,276677.5,282900.0,279950.0,279900.0,284900.0,280925.0,279700.0,288000.0,299640.0,303000.0,312000.0,300000.0,301115.0,308731.0,299900.0,299000.0,297175.0,295000.0,294990.0,289483.5,295990.0,295882.5,294900.0,295000.0,299000.0
553,Henderson County,NC,Asheville,37,089,554,259000.0,249900.0,249900.0,249000.0,249900.0,248329.0,246850.0,239950.0,244900.0,244450.0,244900.0,239500.0,239000.0,234700.0,230000.0,229900.0,234000.0,233000.0,229000.0,229000.0,225000.0,225000.0,225000.0,224000.0,225000.0,224900.0,224900.0,229000.0,229000.0,224900.0,224000.0,224000.0,219900.0,219900.0,219900.0,219500.0,222900.0,225000.0,229000.0,229900.0,234900.0,235000.0,237250.0,234900.0,235000.0,239000.0,239900.0,239900.0,239000.0,239900.0,239900.0,244450.0,249900.0,250000.0,255900.0,259000.0,259000.0,259000.0,259000.0,258500.0,250000.0,250000.0,259799.0,269000.0,269000.0,269000.0,269000.0,269500.0,269000.0,269900.0,274900.0,272500.0,285000.0,283000.0,285000.0,279000.0,275000.0,275000.0,285000.0,289900.0,295000.0,289900.0,299000.0,299900.0,319000.0,323895.0,319000.0,325000.0,333225.0,329000.0,339000.0,329450.0,325000.0,323895.0,319900.0,325000.0,325000.0,329000.0,325000.0,322500.0,325000.0,320000.0,325000.0,325000.0,330000.0,329900.0,325000.0,325000.0,329950.0,335000.0,332000.0,339000.0,348000.0,349900.0,349900.0,349950.0
562,Craven County,NC,New Bern,37,049,563,194500.0,186000.0,189000.0,187000.0,187900.0,189500.0,187500.0,185000.0,184900.0,184250.0,184900.0,179900.0,172000.0,169900.0,172000.0,179900.0,184000.0,179900.0,179000.0,177500.0,179900.0,175000.0,174900.0,174400.0,173900.0,172900.0,174900.0,169999.0,170000.0,174000.0,165000.0,165000.0,165000.0,159900.0,163500.0,164900.0,167750.0,169900.0,169900.0,170000.0,174900.0,173200.0,174900.0,174900.0,174900.0,170000.0,165000.0,165000.0,163700.0,164700.0,168000.0,169900.0,170000.0,173900.0,172450.0,169000.0,167750.0,165000.0,165000.0,165000.0,168500.0,164900.0,164900.0,165000.0,169000.0,169000.0,169900.0,169500.0,170000.0,169999.5,174500.0,173000.0,173500.0,173750.0,174900.0,174900.0,175000.0,175000.0,170000.0,170000.0,170000.0,169900.0,169900.0,169900.0,167500.0,169900.0,174950.0,179000.0,184000.0,182900.0,180000.0,179000.0,180000.0,179900.0,179900.0,179000.0,175000.0,175900.0,179900.0,179000.0,180000.0,180000.0,181950.0,179900.0,180000.0,177900.0,172500.0,172500.0,175000.0,185800.0,192995.0,200000.0,200000.0,200000.0,200000.0,200000.0
592,Cleveland County,NC,Shelby,37,045,593,119900.0,116000.0,115000.0,115000.0,115000.0,110000.0,112000.0,115850.0,115900.0,116500.0,116250.0,115000.0,111900.0,109900.0,109900.0,116200.0,119900.0,123000.0,124900.0,125825.0,128900.0,126000.0,125000.0,125000.0,129495.0,123500.0,122000.0,119900.0,122000.0,124500.0,120000.0,124900.0,119000.0,119000.0,125000.0,125450.0,120000.0,119900.0,123750.0,124900.0,125000.0,124900.0,128500.0,126700.0,129250.0,129000.0,128000.0,120000.0,119000.0,124900.0,135000.0,136750.0,139000.0,139950.0,139638.5,139000.0,139900.0,138900.0,135000.0,138900.0,139000.0,139900.0,129900.0,133950.0,137200.0,139000.0,139950.0,145000.0,144900.0,134950.0,133990.0,132250.0,129900.0,129900.0,129900.0,129950.0,128950.0,129900.0,134900.0,132000.0,135900.0,139900.0,137000.0,132900.0,131990.0,129900.0,129900.0,132900.0,139900.0,142900.0,137000.0,139000.0,139900.0,135000.0,135000.0,135000.0,135000.0,135000.0,139900.0,150000.0,158000.0,155000.0,155000.0,154900.0,150000.0,147500.0,145900.0,149900.0,147950.0,149900.0,149900.0,150000.0,157500.0,164400.0,160000.0,161107.5
603,Nash County,NC,Rocky Mount,37,127,604,142900.0,142900.0,147900.0,144900.0,144900.0,141500.0,139900.0,139900.0,140000.0,140750.0,142700.0,139900.0,139900.0,139900.0,139450.0,138950.0,139000.0,135000.0,134800.0,134900.0,138900.0,135500.0,134900.0,129900.0,129900.0,129900.0,131950.0,126900.0,129900.0,128500.0,129900.0,126900.0,125000.0,128600.0,127400.0,126000.0,124900.0,127150.0,128950.0,129900.0,129900.0,129900.0,129000.0,129900.0,129900.0,129900.0,125000.0,124250.0,124900.0,124900.0,124950.0,127500.0,125950.0,126500.0,129850.0,129900.0,129900.0,129500.0,129900.0,128900.0,129900.0,128900.0,129450.0,129900.0,129900.0,129900.0,130000.0,129900.0,132825.0,129999.0,129900.0,127900.0,129900.0,130000.0,134900.0,139550.0,137500.0,138000.0,139900.0,139900.0,140900.0,139900.0,137900.0,138950.0,137400.0,138250.0,134000.0,139174.0,139500.0,139900.0,142900.0,141400.0,144500.0,140000.0,149900.0,145900.0,149900.0,155000.0,161500.0,156500.0,159950.0,163500.0,160750.0,164900.0,168500.0,167950.0,163450.0,164900.0,161900.0,164900.0,174900.0,165495.0,159945.0,155040.0,159800.0,162450.0
613,Rockingham County,NC,Greensboro-High Point,37,157,614,117700.0,115000.0,118950.0,116900.0,115950.0,114900.0,112900.0,111950.0,114900.0,114950.0,119000.0,110000.0,108900.0,109900.0,115000.0,109900.0,117250.0,115000.0,119000.0,117900.0,115000.0,114000.0,117200.0,109950.0,110000.0,109900.0,115000.0,109900.0,110000.0,111000.0,108000.0,109900.0,100000.0,108000.0,114900.0,105900.0,110450.0,110000.0,114900.0,117900.0,114900.0,117350.0,118500.0,119900.0,119900.0,119900.0,119400.0,109900.0,114500.0,116000.0,114900.0,109900.0,116000.0,119900.0,118950.0,115000.0,117420.0,114900.0,115000.0,114900.0,114900.0,117900.0,115500.0,119000.0,124900.0,138250.0,139900.0,119900.0,109000.0,109450.0,113750.0,119000.0,119999.0,124900.0,129900.0,129900.0,124900.0,124900.0,124900.0,124900.0,124900.0,118000.0,115000.0,115500.0,115700.0,115000.0,114900.0,105250.0,109900.0,115000.0,115000.0,119000.0,124900.0,128000.0,129000.0,120900.0,115450.0,116200.0,119900.0,121900.0,129900.0,129900.0,129900.0,131000.0,134900.0,129900.0,129900.0,125000.0,129900.0,127250.0,129900.0,134900.0,134900.0,143500.0,139900.0,137900.0
627,Burke County,NC,Hickory-Lenoir-Morganton,37,023,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205000.0,202450.0,193900.0,196450.0,189900.0,199450.0,196450.0,194500.0,189900.0,184950.0,185000.0,184900.0,189900.0,185450.0,199800.0,190450.0,189948.5,189900.0,185000.0,189900.0,188700.0,194000.0,191950.0,194000.0,199000.0,199000.0,199900.0,199900.0,199900.0
644,Moore County,NC,Pinehurst-Southern Pines,37,125,645,299000.0,289000.0,289000.0,289000.0,288500.0,284000.0,280943.0,284888.0,281886.0,280000.0,279900.0,279900.0,279900.0,276747.5,279000.0,279000.0,274950.0,269000.0,260000.0,258900.0,254900.0,255000.0,249900.0,244900.0,244250.0,237500.0,239000.0,239900.0,239900.0,239000.0,235000.0,239000.0,239900.0,239900.0,235000.0,233750.0,237000.0,240000.0,246950.0,249900.0,254900.0,255000.0,255000.0,254900.0,254450.0,250000.0,250000.0,250515.5,249900.0,244770.0,246000.0,249900.0,249770.0,254900.0,258700.0,259900.0,263288.5,259900.0,258615.0,255000.0,255000.0,250000.0,252400.0,259000.0,262900.0,269000.0,264900.0,263000.0,259000.0,259900.0,263000.0,259900.0,260000.0,260950.0,267900.0,269990.0,269900.0,272000.0,270000.0,269000.0,268900.0,273450.0,275000.0,277400.0,275000.0,275000.0,277999.0,279000.0,279900.0,281915.0,289000.0,289000.0,289000.0,289000.0,289500.0,290000.0,292000.0,291400.0,291700.0,295000.0,292450.0,295000.0,289900.0,289999.0,294000.0,295000.0,295000.0,290000.0,288999.5,290000.0,295000.0,297576.0,299900.0,300000.0,300000.0,302528.0
663,Caldwell County,NC,Hickory-Lenoir-Morganton,37,027,664,149900.0,149900.0,149900.0,154900.0,144900.0,144900.0,149900.0,145000.0,139900.0,136700.0,135000.0,129900.0,130250.0,131500.0,139000.0,134900.0,134900.0,134900.0,134900.0,139900.0,138500.0,134900.0,129900.0,128900.0,129900.0,129900.0,125000.0,125000.0,124900.0,129950.0,134450.0,135950.0,149900.0,149000.0,149900.0,149900.0,139000.0,135000.0,136900.0,139900.0,143400.0,139950.0,140000.0,140100.0,142000.0,139900.0,139900.0,139900.0,137500.0,137500.0,136500.0,139900.0,144900.0,139900.0,139900.0,139900.0,136900.0,139900.0,135000.0,133400.0,132900.0,132900.0,132500.0,139900.0,145000.0,139900.0,139900.0,143900.0,139900.0,140000.0,147500.0,143900.0,144900.0,144500.0,157900.0,157900.0,159900.0,159000.0,149900.0,149900.0,149900.0,149900.0,147900.0,144900.0,149900.0,144900.0,144900.0,149900.0,164900.0,159450.0,165000.0,165000.0,169900.0,159900.0,164900.0,165000.0,164500.0,162700.0,165950.0,163900.0,169000.0,169900.0,169900.0,169900.0,174900.0,179900.0,179900.0,179900.0,189900.0,179900.0,179900.0,189900.0,189900.0,199900.0,199900.0,203000.0
679,Wilson County,NC,Wilson,37,195,680,145000.0,141900.0,139900.0,139900.0,137500.0,139900.0,139900.0,136400.0,133900.0,135000.0,134900.0,135000.0,135000.0,139900.0,139900.0,144900.0,146900.0,146700.0,149900.0,145000.0,139900.0,139900.0,129900.0,129000.0,127500.0,129900.0,129900.0,128950.0,134950.0,139900.0,139900.0,129900.0,129900.0,129900.0,134450.0,132450.0,136950.0,130700.0,132950.0,132900.0,132900.0,134950.0,139900.0,135950.0,139900.0,139900.0,135000.0,134700.0,130000.0,134900.0,135900.0,138500.0,139900.0,139900.0,139900.0,134900.0,132900.0,129900.0,129900.0,129500.0,135000.0,134900.0,135900.0,135000.0,148500.0,135000.0,137900.0,138000.0,135000.0,135000.0,116450.0,117900.0,119900.0,125000.0,129500.0,129100.0,135000.0,139250.0,136900.0,134675.0,129950.0,134200.0,132450.0,132000.0,134500.0,134900.0,136270.0,135450.0,135000.0,139900.0,143500.0,143900.0,144900.0,140000.0,143900.0,142500.0,140990.0,144948.0,145000.0,137990.0,139900.0,141900.0,139900.0,142100.0,144500.0,142900.0,139900.0,139900.0,154900.0,142500.0,147990.0,149900.0,149900.0,159900.0,155000.0,165000.0
693,Lincoln County,NC,Charlotte-Concord-Gastonia,37,109,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220000.0,225000.0,229990.0,229795.0,237900.0,238000.0,244900.0,238250.0,233495.0,234400.0,229800.0,227000.0,224000.0,225990.0,230000.0,233990.0,239900.0,248500.0,249900.0,249950.0,250000.0,250000.0,259051.5,257910.0,259945.0,263670.0,289900.0,280000.0,299990.0,302791.5,299900.0,299900.0,299950.0,299945.0,299900.0,309900.0,299000.0,298450.0,297940.0,309900.0,310000.0,319490.0,310000.0,299900.0,299900.0,304900.0,309900.0,314950.0,314950.0,326990.0,326643.0,325000.0,320245.0,319126.5,314000.0,309047.5,299900.0,306990.0,309000.0,303695.0,306397.0,303120.0,318400.0,323450.0,325900.0,333990.0,329000.0,334538.0,329000.0
734,Surry County,NC,Mount Airy,37,171,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182500.0,180000.0,164999.0,166999.5,169250.0,150000.0,149900.0,149900.0,144250.0,142200.0,139900.0,140000.0,149950.0,149900.0,149900.0,149900.0,148900.0,139900.0,145000.0,139900.0,135000.0,138000.0,139900.0,147000.0,149950.0,156900.0,159900.0,149900.0,150000.0,153000.0,151450.0,149900.0,149900.0,150000.0,154900.0,152400.0,154000.0,159900.0,159950.0,159900.0,159900.0,159900.0,163950.0,158250.0,166750.0,174950.0,169900.0,171200.0,174900.0,164900.0,159900.0
764,Wilkes County,NC,North Wilkesboro,37,193,765,179900.0,179900.0,174000.0,174500.0,174500.0,176200.0,171400.0,168700.0,164900.0,168600.0,169050.0,168400.0,166650.0,179900.0,169950.0,164900.0,175400.0,179450.0,169900.0,172400.0,174950.0,174900.0,179900.0,179000.0,169900.0,169900.0,169900.0,159900.0,159900.0,159900.0,159000.0,164900.0,164900.0,168000.0,155000.0,149900.0,149900.0,143950.0,149900.0,159000.0,159900.0,165000.0,169900.0,165000.0,165000.0,167000.0,162000.0,162000.0,159000.0,150000.0,159900.0,160000.0,169900.0,169450.0,172250.0,177700.0,169900.0,169900.0,169900.0,169900.0,165000.0,169900.0,169949.5,174900.0,174250.0,174900.0,178000.0,179900.0,179450.0,175000.0,179900.0,179900.0,172500.0,170000.0,179900.0,189000.0,179900.0,179949.5,189000.0,185000.0,183750.0,179900.0,177000.0,169900.0,177000.0,179900.0,185000.0,189900.0,189900.0,195000.0,187700.0,187700.0,189500.0,189900.0,189900.0,194450.0,189900.0,189500.0,189500.0,186700.0,189900.0,189250.0,189900.0,189999.0,199000.0,189900.0,195000.0,189900.0,189900.0,189950.0,179900.0,189700.0,194900.0,197500.0,197200.0,195000.0
775,Rutherford County,NC,Forest City,37,161,776,199500.0,199000.0,194000.0,197500.0,189900.0,189900.0,189900.0,185000.0,190000.0,199000.0,199900.0,198900.0,195000.0,199000.0,197500.0,197200.0,199000.0,199500.0,189900.0,187000.0,180000.0,179900.0,179900.0,174900.0,170000.0,164950.0,164950.0,164900.0,162000.0,165000.0,169000.0,162450.0,169900.0,168750.0,169900.0,175000.0,175000.0,179000.0,184950.0,188300.0,189900.0,190000.0,187300.0,194900.0,194500.0,189900.0,186000.0,189000.0,182200.0,179900.0,180000.0,189000.0,189900.0,189900.0,189900.0,195450.0,195000.0,189900.0,194950.0,193950.0,181250.0,185000.0,189900.0,191499.5,189900.0,189900.0,189000.0,187500.0,189000.0,189900.0,189900.0,189900.0,189000.0,189000.0,189000.0,195000.0,199900.0,200000.0,200000.0,209000.0,204900.0,209900.0,199900.0,199900.0,199900.0,195000.0,195000.0,199000.0,219450.0,224900.0,229900.0,229000.0,237250.0,229000.0,228250.0,230000.0,229000.0,229900.0,235550.0,228225.0,225000.0,229000.0,237750.0,239000.0,239500.0,239000.0,249000.0,249000.0,239000.0,229900.0,229000.0,239900.0,249900.0,247000.0,255000.0,255000.0
788,Carteret County,NC,Morehead City,37,031,789,329000.0,330000.0,329000.0,325000.0,329000.0,329000.0,325000.0,324900.0,324900.0,324900.0,320000.0,315000.0,299900.0,299900.0,300000.0,311500.0,311000.0,302500.0,299900.0,304950.0,310000.0,299999.5,299900.0,299000.0,298500.0,279950.0,285500.0,285000.0,279900.0,280000.0,276000.0,275000.0,275000.0,274900.0,270499.5,269000.0,270999.0,269900.0,269057.0,269900.0,269900.0,274900.0,271500.0,274900.0,275000.0,275000.0,269000.0,265000.0,265000.0,269900.0,272999.0,277500.0,278252.0,275000.0,275000.0,279000.0,279500.0,279000.0,279900.0,280000.0,285000.0,290000.0,286450.0,292242.0,288900.0,284900.0,279900.0,284900.0,284000.0,280000.0,276500.0,275000.0,274900.0,279900.0,285000.0,279900.0,278450.0,275000.0,275000.0,284850.0,285000.0,289000.0,284650.0,280000.0,284500.0,285000.0,287500.0,289250.0,289000.0,293312.0,299000.0,299000.0,299000.0,299000.0,299000.0,295000.0,295000.0,299900.0,299900.0,299900.0,300000.0,309000.0,305000.0,304000.0,309000.0,308995.0,299999.0,299900.0,299900.0,304500.0,299500.0,305000.0,304700.0,309000.0,315000.0,314900.0
819,Chatham County,NC,Durham-Chapel Hill,37,037,820,329000.0,335000.0,319000.0,314450.0,313250.0,300000.0,311024.0,311024.0,319900.0,319000.0,312265.0,307900.0,299990.0,299900.0,299900.0,299900.0,302700.0,300990.0,299990.0,298950.0,299990.0,305490.0,299970.0,290500.0,312900.0,314000.0,309999.5,300000.0,300000.0,299900.0,309613.0,299900.0,299900.0,309900.0,299900.0,292000.0,295990.0,312000.0,324900.0,349900.0,330000.0,343945.0,340923.0,333990.0,339990.0,348898.0,349000.0,337050.0,334595.0,345800.0,356990.0,361990.0,369450.0,375000.0,375000.0,379850.0,374400.0,384850.0,367000.0,370900.0,362000.0,367450.0,374900.0,384995.0,399990.0,407350.0,400000.0,392700.0,399900.0,399000.0,399250.0,396999.5,400631.0,413990.0,429994.5,449800.0,449945.0,450000.0,439900.0,430000.0,429945.0,449900.0,450000.0,439990.0,429999.5,429994.5,450000.0,450000.0,450000.0,450000.0,450000.0,447890.0,450000.0,453245.0,449990.0,450000.0,450000.0,449990.0,449990.0,449900.0,449450.0,452990.0,448995.0,434900.0,450000.0,453546.0,464495.0,475000.0,465995.0,465000.0,475000.0,465000.0,479000.0,479700.0,459900.0,459995.0
822,Sampson County,NC,,37,163,823,172900.0,192900.0,171400.0,189900.0,179750.0,159900.0,158950.0,154900.0,136450.0,149900.0,155000.0,141250.0,135950.0,134900.0,135900.0,147500.0,159900.0,168500.0,165900.0,165000.0,149900.0,158000.0,144500.0,137450.0,139900.0,139900.0,140000.0,135000.0,149450.0,152000.0,152000.0,159950.0,149900.0,148000.0,159900.0,149950.0,148950.0,148000.0,152250.0,150000.0,149900.0,149450.0,149900.0,165450.0,169900.0,166825.0,157250.0,162000.0,163250.0,169000.0,168750.0,157900.0,149900.0,164500.0,161000.0,144950.0,149900.0,148900.0,142450.0,146900.0,139000.0,139000.0,136700.0,136447.5,128900.0,130000.0,134950.0,139900.0,141900.0,139900.0,139900.0,139900.0,144950.0,137400.0,139900.0,158000.0,149900.0,140450.0,148200.0,143000.0,142000.0,145900.0,149900.0,143950.0,141450.0,137450.0,139900.0,149900.0,149900.0,151200.0,138091.0,149900.0,152900.0,149900.0,143700.0,143700.0,134900.0,143200.0,145600.0,149900.0,146900.0,149000.0,159000.0,158000.0,155000.0,155000.0,155000.0,154950.0,161900.0,168000.0,168000.0,175000.0,185900.0,184900.0,179900.0,175000.0
850,Franklin County,NC,Raleigh,37,069,851,184950.0,187000.0,184900.0,180000.0,181100.0,189450.0,185000.0,184900.0,189700.0,185000.0,185000.0,175500.0,179900.0,179900.0,174550.0,179000.0,177990.0,169900.0,169900.0,167900.0,169000.0,161250.0,162500.0,166945.0,159900.0,158000.0,159900.0,159900.0,153700.0,153500.0,151250.0,159000.0,159950.0,165900.0,169900.0,159900.0,179950.0,189450.0,184900.0,175000.0,179900.0,184900.0,188700.0,191000.0,185000.0,189900.0,185000.0,189900.0,188450.0,200000.0,206000.0,199900.0,199900.0,195000.0,199900.0,199900.0,199000.0,179990.0,179999.0,185000.0,180000.0,184900.0,180100.0,193995.0,209900.0,215000.0,224900.0,225000.0,219990.0,219990.0,218750.0,221595.0,219950.0,223414.0,215000.0,215000.0,220000.0,219900.0,223590.0,221340.0,229900.0,235000.0,239900.0,242200.0,246900.0,249900.0,245000.0,249900.0,249950.0,240490.0,241490.0,244490.0,245000.0,245252.5,249800.0,250000.0,256695.0,258490.0,250000.0,258000.0,250000.0,250000.0,250510.0,249900.0,253990.0,257500.0,254900.0,254445.0,259900.0,259990.0,259900.0,253990.0,255000.0,262999.0,259700.0,261900.0
851,Stanly County,NC,Albemarle,37,167,852,169500.0,168000.0,164900.0,167645.0,169500.0,164950.0,164900.0,164900.0,159900.0,159900.0,159900.0,159900.0,154950.0,150000.0,154900.0,159900.0,164900.0,164900.0,168000.0,165900.0,155900.0,149950.0,146500.0,145000.0,142500.0,139900.0,144500.0,139900.0,139900.0,139500.0,139250.0,139250.0,139250.0,139950.0,139900.0,139000.0,139900.0,145000.0,146000.0,149500.0,150000.0,155000.0,155950.0,149600.0,149900.0,149900.0,159000.0,159000.0,149200.0,149900.0,164900.0,164900.0,164900.0,164900.0,164900.0,164900.0,164150.0,153000.0,164900.0,169900.0,164900.0,162950.0,159250.0,159950.0,159900.0,159500.0,164900.0,164900.0,159200.0,164900.0,164900.0,164400.0,164150.0,159900.0,174500.0,179950.0,180000.0,180000.0,179900.0,179500.0,174950.0,171900.0,175400.0,167250.0,166000.0,169980.0,172900.0,181900.0,184900.0,189900.0,199500.0,199900.0,209400.0,215000.0,214400.0,205000.0,206900.0,199900.0,210400.0,199900.0,209500.0,213500.0,214900.0,215000.0,215000.0,209700.0,215000.0,219000.0,211505.0,222900.0,223150.0,233150.0,238900.0,235000.0,234900.0,235000.0
859,Granville County,NC,Oxford,37,077,860,175000.0,175000.0,184900.0,179900.0,179900.0,179900.0,176700.0,177495.0,179900.0,179700.0,174900.0,174500.0,177990.0,178500.0,176900.0,172500.0,176400.0,178499.5,176400.0,174900.0,175000.0,175000.0,174900.0,169950.0,169900.0,169900.0,173000.0,175000.0,174900.0,174500.0,174500.0,174200.0,167750.0,165000.0,165000.0,165000.0,165000.0,169900.0,168950.0,174500.0,175000.0,174900.0,169900.0,169900.0,169900.0,165000.0,168987.0,164900.0,162000.0,169900.0,167500.0,169443.5,174500.0,179250.0,182000.0,184000.0,177480.0,176290.0,186250.0,183000.0,179425.5,179000.0,180490.0,184900.0,189900.0,189700.0,187000.0,179450.0,175000.0,189000.0,189000.0,189900.0,190000.0,189950.0,189900.0,212000.0,196249.5,219000.0,209200.0,231000.0,231000.0,225000.0,231000.0,235000.0,229900.0,227900.0,224700.0,222000.0,224500.0,225000.0,229900.0,224950.0,229900.0,236500.0,239560.0,238950.0,239900.0,254950.0,247450.0,249400.0,229900.0,234899.0,234899.0,225000.0,235000.0,239900.0,243200.0,245000.0,258000.0,255000.0,259900.0,264950.0,265000.0,269475.0,274505.0,272490.0
